# OpenSignals Text File Format. Version 1
# {"20:19:07:00:80:D4": {"position": 0, "device": "bitalino_rev", "device name": "20:19:07:00:80:D4", "device connection": "BTH20:19:07:00:80:D4", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-3-23", "time": "15:20:35.863", "channels": [1, 2, 3, 4], "sensor": ["RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4"], "special": [{}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
10	0	0	0	0	510	1	0	0	
11	0	0	0	0	511	1	0	0	
12	0	0	0	0	510	1	0	0	
13	0	0	0	0	508	1	0	1	
14	0	0	0	0	511	1	0	0	
15	0	0	0	0	511	1	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	510	1	0	0	
2	0	0	0	0	509	1	0	0	
3	0	0	0	0	512	0	0	0	
4	0	0	0	0	515	1	0	0	
5	0	0	0	0	515	1	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	512	1	0	0	
8	0	0	0	0	512	1	0	0	
9	0	0	0	0	514	1	0	0	
10	0	0	0	0	511	1	0	0	
11	0	0	0	0	508	0	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	513	1	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	512	3	0	0	
0	0	0	0	0	513	1	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	508	1	0	0	
3	0	0	0	0	510	1	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	513	1	0	0	
7	0	0	0	0	513	3	0	0	
8	0	0	0	0	514	0	0	0	
9	0	0	0	0	512	1	0	0	
10	0	0	0	0	512	1	0	0	
11	0	0	0	0	512	0	0	0	
12	0	0	0	0	508	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	509	1	0	0	
15	0	0	0	0	510	3	0	0	
0	0	0	0	0	510	1	0	0	
1	0	0	0	0	510	1	0	0	
2	0	0	0	0	511	0	0	0	
3	0	0	0	0	508	1	0	0	
4	0	0	0	0	510	1	0	0	
5	0	0	0	0	513	1	0	1	
6	0	0	0	0	514	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	513	1	0	0	
9	0	0	0	0	512	1	0	0	
10	0	0	0	0	512	0	0	0	
11	0	0	0	0	513	0	0	0	
12	0	0	0	0	509	1	0	0	
13	0	0	0	0	510	1	0	1	
14	0	0	0	0	511	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	509	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	512	0	0	0	
3	0	0	0	0	512	1	0	0	
4	0	0	0	0	508	1	0	0	
5	0	0	0	0	514	1	0	1	
6	0	0	0	0	514	1	0	0	
7	0	0	0	0	511	3	0	0	
8	0	0	0	0	511	1	0	0	
9	0	0	0	0	511	1	0	0	
10	0	0	0	0	512	1	0	0	
11	0	0	0	0	515	0	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	509	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	510	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	511	1	0	0	
3	0	0	0	0	511	0	0	0	
4	0	0	0	0	510	1	0	0	
5	0	0	0	0	510	1	0	1	
6	0	0	0	0	513	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	513	1	0	0	
9	0	0	0	0	513	1	0	0	
10	0	0	0	0	512	1	0	0	
11	0	0	0	0	509	0	0	0	
12	0	0	0	0	515	1	0	0	
13	0	0	0	0	514	0	0	1	
14	0	0	0	0	510	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	510	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	510	1	0	0	
3	0	0	0	0	511	1	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	508	0	0	1	
6	0	0	0	0	508	1	0	0	
7	0	0	0	0	513	3	0	0	
8	0	0	0	0	512	1	0	0	
9	0	0	0	0	511	1	0	0	
10	0	0	0	0	513	1	0	0	
11	0	0	0	0	512	1	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	512	0	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	511	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	511	1	0	0	
3	0	0	0	0	511	1	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	509	1	0	1	
6	0	0	0	0	510	1	0	0	
7	0	0	0	0	512	1	0	0	
8	0	0	0	0	513	1	0	0	
9	0	0	0	0	514	1	0	0	
10	0	0	0	0	512	1	0	0	
11	0	0	0	0	512	1	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	515	1	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	512	1	0	0	
0	0	0	0	0	510	1	0	0	
1	0	0	0	0	508	1	0	0	
2	0	0	0	0	512	1	0	0	
3	0	0	0	0	510	0	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	508	1	0	0	
7	0	0	0	0	510	1	0	0	
8	0	0	0	0	513	1	0	0	
9	0	0	0	0	514	1	0	0	
10	0	0	0	0	513	1	0	0	
11	0	0	0	0	513	1	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	510	0	0	1	
14	0	0	0	0	513	1	0	0	
15	0	0	0	0	512	3	0	0	
0	0	0	0	0	509	1	0	0	
1	0	0	0	0	510	1	0	0	
2	0	0	0	0	512	1	0	0	
3	0	0	0	0	508	0	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	512	0	0	1	
6	0	0	0	0	512	1	0	0	
7	0	0	0	0	509	3	0	0	
8	0	0	0	0	508	1	0	0	
9	0	0	0	0	512	1	0	0	
10	0	0	0	0	513	1	0	0	
11	0	0	0	0	512	1	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	514	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	507	1	0	0	
2	0	0	0	0	510	1	0	0	
3	0	0	0	0	510	0	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	510	1	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	513	3	0	0	
8	0	0	0	0	508	1	0	0	
9	0	0	0	0	512	1	0	0	
10	0	0	0	0	515	1	0	0	
11	0	0	0	0	513	0	0	0	
12	0	0	0	0	513	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	514	1	0	0	
15	0	0	0	0	515	3	0	0	
0	0	0	0	0	511	1	0	0	
1	0	0	0	0	510	1	0	0	
2	0	0	0	0	508	1	0	0	
3	0	0	0	0	512	1	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	510	1	0	1	
6	0	0	0	0	512	1	0	0	
7	0	0	0	0	511	3	0	0	
8	0	0	0	0	511	1	0	0	
9	0	0	0	0	511	1	0	0	
10	0	0	0	0	515	0	0	0	
11	0	0	0	0	512	0	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	511	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	515	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	511	0	0	0	
3	0	0	0	0	511	0	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	510	1	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	511	3	0	0	
8	0	0	0	0	511	1	0	0	
9	0	0	0	0	508	1	0	0	
10	0	0	0	0	510	1	0	0	
11	0	0	0	0	513	0	0	0	
12	0	0	0	0	513	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	512	1	0	0	
3	0	0	0	0	511	1	0	0	
4	0	0	0	0	510	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	513	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	509	0	0	0	
9	0	0	0	0	510	1	0	0	
10	0	0	0	0	509	1	0	0	
11	0	0	0	0	512	0	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	515	1	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	514	1	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	512	1	0	0	
3	0	0	0	0	510	1	0	0	
4	0	0	0	0	509	1	0	0	
5	0	0	0	0	509	1	0	1	
6	0	0	0	0	512	1	0	0	
7	0	0	0	0	511	1	0	0	
8	0	0	0	0	512	1	0	0	
9	0	0	0	0	509	1	0	0	
10	0	0	0	0	509	1	0	0	
11	0	0	0	0	512	0	0	0	
12	0	0	0	0	513	1	0	0	
13	0	0	0	0	514	1	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	513	1	0	0	
0	0	0	0	0	514	1	0	0	
1	0	0	0	0	510	1	0	0	
2	0	0	0	0	511	1	0	0	
3	0	0	0	0	512	1	0	0	
4	0	0	0	0	508	1	0	0	
5	0	0	0	0	512	1	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	512	0	0	0	
9	0	0	0	0	509	1	0	0	
10	0	0	0	0	512	1	0	0	
11	0	0	0	0	508	1	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	515	1	0	1	
14	0	0	0	0	513	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	511	1	0	0	
3	0	0	0	0	511	0	0	0	
4	0	0	0	0	509	1	0	0	
5	0	0	0	0	508	1	0	1	
6	0	0	0	0	510	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	511	0	0	0	
9	0	0	0	0	511	1	0	0	
10	0	0	0	0	511	1	0	0	
11	0	0	0	0	511	1	0	0	
12	0	0	0	0	509	1	0	0	
13	0	0	0	0	512	1	0	1	
14	0	0	0	0	515	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	513	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	513	0	0	0	
3	0	0	0	0	513	1	0	0	
4	0	0	0	0	512	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	511	3	0	0	
8	0	0	0	0	509	1	0	0	
9	0	0	0	0	509	1	0	0	
10	0	0	0	0	509	0	0	0	
11	0	0	0	0	511	1	0	0	
12	0	0	0	0	508	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	515	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	511	1	0	0	
3	0	0	0	0	512	0	0	0	
4	0	0	0	0	513	1	0	0	
5	0	0	0	0	512	1	0	1	
6	0	0	0	0	510	1	0	0	
7	0	0	0	0	510	3	0	0	
8	0	0	0	0	509	1	0	0	
9	0	0	0	0	510	1	0	0	
10	0	0	0	0	511	1	0	0	
11	0	0	0	0	513	0	0	0	
12	0	0	0	0	513	1	0	0	
13	0	0	0	0	510	1	0	1	
14	0	0	0	0	510	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	513	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	513	1	0	0	
3	0	0	0	0	511	0	0	0	
4	0	0	0	0	512	1	0	0	
5	0	0	0	0	515	1	0	1	
6	0	0	0	0	510	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	509	1	0	0	
9	0	0	0	0	510	1	0	0	
10	0	0	0	0	511	1	0	0	
11	0	0	0	0	510	0	0	0	
12	0	0	0	0	510	1	0	0	
13	0	0	0	0	509	0	0	1	
14	0	0	0	0	511	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	514	1	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	514	1	0	0	
3	0	0	0	0	513	1	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	513	0	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	510	1	0	0	
9	0	0	0	0	510	1	0	0	
10	0	0	0	0	509	1	0	0	
11	0	0	0	0	510	1	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	512	1	0	1	
14	0	0	0	0	508	1	0	0	
15	0	0	0	0	509	1	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	514	1	0	0	
3	0	0	0	0	512	0	0	0	
4	0	0	0	0	512	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	513	1	0	0	
7	0	0	0	0	513	1	0	0	
8	0	0	0	0	509	1	0	0	
9	0	0	0	0	509	1	0	0	
10	0	0	0	0	512	1	0	0	
11	0	0	0	0	510	0	0	0	
12	0	0	0	0	510	1	0	0	
13	0	0	0	0	512	1	0	1	
14	0	0	0	0	510	1	0	0	
15	0	0	0	0	508	1	0	0	
0	0	0	0	0	511	1	0	0	
1	0	0	0	0	516	1	0	0	
2	0	0	0	0	515	1	0	0	
3	0	0	0	0	511	0	0	0	
4	0	0	0	0	513	1	0	0	
5	0	0	0	0	513	0	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	511	3	0	0	
8	0	0	0	0	511	1	0	0	
9	0	0	0	0	509	1	0	0	
10	0	0	0	0	511	1	0	0	
11	0	0	0	0	510	1	0	0	
12	0	0	0	0	510	1	0	0	
13	0	0	0	0	511	0	0	1	
14	0	0	0	0	510	1	0	0	
15	0	0	0	0	515	3	0	0	
0	0	0	0	0	511	1	0	0	
1	0	0	0	0	514	1	0	0	
2	0	0	0	0	513	1	0	0	
3	0	0	0	0	511	1	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	512	0	0	1	
6	0	0	0	0	513	1	0	0	
7	0	0	0	0	513	3	0	0	
8	0	0	0	0	510	1	0	0	
9	0	0	0	0	510	1	0	0	
10	0	0	0	0	509	1	0	0	
11	0	0	0	0	511	0	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	510	3	0	0	
0	0	0	0	0	508	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	511	1	0	0	
3	0	0	0	0	511	0	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	513	1	0	0	
7	0	0	0	0	511	3	0	0	
8	0	0	0	0	513	1	0	0	
9	0	0	0	0	512	1	0	0	
10	0	0	0	0	507	1	0	0	
11	0	0	0	0	511	0	0	0	
12	0	0	0	0	510	1	0	0	
13	0	0	0	0	513	1	0	1	
14	0	0	0	0	513	1	0	0	
15	0	0	0	0	510	3	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	509	1	0	0	
2	0	0	0	0	508	0	0	0	
3	0	0	0	0	514	0	0	0	
4	0	0	0	0	514	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	512	1	0	0	
7	0	0	0	0	514	3	0	0	
8	0	0	0	0	512	1	0	0	
9	0	0	0	0	513	1	0	0	
10	0	0	0	0	512	0	0	0	
11	0	0	0	0	509	1	0	0	
12	0	0	0	0	509	1	0	0	
13	0	0	0	0	514	1	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	510	1	0	0	
1	0	0	0	0	510	1	0	0	
2	0	0	0	0	508	0	0	0	
3	0	0	0	0	512	0	0	0	
4	0	0	0	0	512	1	0	0	
5	0	0	0	0	514	1	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	511	3	0	0	
8	0	0	0	0	511	1	0	0	
9	0	0	0	0	513	1	0	0	
10	0	0	0	0	511	1	0	0	
11	0	0	0	0	512	0	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	511	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	511	1	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	508	1	0	0	
3	0	0	0	0	512	0	0	0	
4	0	0	0	0	513	1	0	0	
5	0	0	0	0	514	1	0	1	
6	0	0	0	0	515	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	513	0	0	0	
9	0	0	0	0	512	1	0	0	
10	0	0	0	0	513	1	0	0	
11	0	0	0	0	510	1	0	0	
12	0	0	0	0	508	1	0	0	
13	0	0	0	0	510	1	0	1	
14	0	0	0	0	508	1	0	0	
15	0	0	0	0	508	1	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	514	1	0	0	
3	0	0	0	0	511	1	0	0	
4	0	0	0	0	512	1	0	0	
5	0	0	0	0	513	1	0	1	
6	0	0	0	0	512	1	0	0	
7	0	0	0	0	511	1	0	0	
8	0	0	0	0	513	1	0	0	
9	0	0	0	0	512	1	0	0	
10	0	0	0	0	511	1	0	0	
11	0	0	0	0	513	1	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	507	1	0	1	
14	0	0	0	0	507	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	512	0	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	510	1	0	0	
3	0	0	0	0	510	1	0	0	
4	0	0	0	0	508	1	0	0	
5	0	0	0	0	512	1	0	1	
6	0	0	0	0	513	1	0	0	
7	0	0	0	0	513	3	0	0	
8	0	0	0	0	512	1	0	0	
9	0	0	0	0	513	1	0	0	
10	0	0	0	0	513	1	0	0	
11	0	0	0	0	515	1	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	508	1	0	0	
15	0	0	0	0	508	3	0	0	
0	0	0	0	0	510	1	0	0	
1	0	0	0	0	510	1	0	0	
2	0	0	0	0	508	1	0	0	
3	0	0	0	0	511	1	0	0	
4	0	0	0	0	510	1	0	0	
5	0	0	0	0	513	1	0	1	
6	0	0	0	0	514	1	0	0	
7	0	0	0	0	513	3	0	0	
8	0	0	0	0	513	1	0	0	
9	0	0	0	0	511	1	0	0	
10	0	0	0	0	513	0	0	0	
11	0	0	0	0	513	1	0	0	
12	0	0	0	0	513	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	508	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	509	1	0	0	
1	0	0	0	0	509	1	0	0	
2	0	0	0	0	510	0	0	0	
3	0	0	0	0	513	1	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	508	1	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	513	3	0	0	
8	0	0	0	0	512	1	0	0	
9	0	0	0	0	511	1	0	0	
10	0	0	0	0	513	0	0	0	
11	0	0	0	0	511	0	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	512	1	0	1	
14	0	0	0	0	511	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	509	1	0	0	
3	0	0	0	0	511	0	0	0	
4	0	0	0	0	510	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	510	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	515	1	0	0	
9	0	0	0	0	514	1	0	0	
10	0	0	0	0	514	1	0	0	
11	0	0	0	0	515	0	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	510	1	0	1	
14	0	0	0	0	509	1	0	0	
15	0	0	0	0	512	3	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	512	1	0	0	
3	0	0	0	0	511	1	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	510	0	0	1	
6	0	0	0	0	509	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	512	1	0	0	
9	0	0	0	0	512	1	0	0	
10	0	0	0	0	511	1	0	0	
11	0	0	0	0	512	1	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	511	0	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	508	1	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	509	1	0	0	
3	0	0	0	0	510	1	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	512	0	0	1	
6	0	0	0	0	509	1	0	0	
7	0	0	0	0	510	1	0	0	
8	0	0	0	0	512	1	0	0	
9	0	0	0	0	515	1	0	0	
10	0	0	0	0	513	1	0	0	
11	0	0	0	0	510	1	0	0	
12	0	0	0	0	513	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	512	1	0	0	
0	0	0	0	0	509	1	0	0	
1	0	0	0	0	509	1	0	0	
2	0	0	0	0	511	1	0	0	
3	0	0	0	0	513	0	0	0	
4	0	0	0	0	513	1	0	0	
5	0	0	0	0	510	1	0	1	
6	0	0	0	0	510	1	0	0	
7	0	0	0	0	510	1	0	0	
8	0	0	0	0	508	1	0	0	
9	0	0	0	0	513	1	0	0	
10	0	0	0	0	513	1	0	0	
11	0	0	0	0	512	1	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	512	0	0	1	
14	0	0	0	0	512	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	513	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	511	1	0	0	
3	0	0	0	0	511	0	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	511	0	0	1	
6	0	0	0	0	509	1	0	0	
7	0	0	0	0	512	3	0	0	
8	0	0	0	0	510	1	0	0	
9	0	0	0	0	511	1	0	0	
10	0	0	0	0	513	1	0	0	
11	0	0	0	0	512	1	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	515	0	0	1	
14	0	0	0	0	513	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	513	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	508	1	0	0	
3	0	0	0	0	508	0	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	510	1	0	1	
6	0	0	0	0	513	1	0	0	
7	0	0	0	0	509	3	0	0	
8	0	0	0	0	510	1	0	0	
9	0	0	0	0	509	1	0	0	
10	0	0	0	0	512	1	0	0	
11	0	0	0	0	515	0	0	0	
12	0	0	0	0	513	1	0	0	
13	0	0	0	0	512	1	0	1	
14	0	0	0	0	514	1	0	0	
15	0	0	0	0	512	3	0	0	
0	0	0	0	0	511	1	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	510	1	0	0	
3	0	0	0	0	508	0	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	512	1	0	1	
6	0	0	0	0	510	1	0	0	
7	0	0	0	0	510	3	0	0	
8	0	0	0	0	511	1	0	0	
9	0	0	0	0	510	1	0	0	
10	0	0	0	0	512	0	0	0	
11	0	0	0	0	511	0	0	0	
12	0	0	0	0	512	1	0	0	
13	0	0	0	0	513	1	0	1	
14	0	0	0	0	513	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	511	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	512	0	0	0	
3	0	0	0	0	510	0	0	0	
4	0	0	0	0	508	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	510	3	0	0	
8	0	0	0	0	512	1	0	0	
9	0	0	0	0	511	1	0	0	
10	0	0	0	0	507	0	0	0	
11	0	0	0	0	512	0	0	0	
12	0	0	0	0	514	1	0	0	
13	0	0	0	0	513	1	0	1	
14	0	0	0	0	511	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	515	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	514	1	0	0	
3	0	0	0	0	512	1	0	0	
4	0	0	0	0	509	1	0	0	
5	0	0	0	0	511	1	0	1	
6	0	0	0	0	510	1	0	0	
7	0	0	0	0	509	3	0	0	
8	0	0	0	0	511	0	0	0	
9	0	0	0	0	513	1	0	0	
10	0	0	0	0	512	1	0	0	
11	0	0	0	0	509	1	0	0	
12	0	0	0	0	508	1	0	0	
13	0	0	0	0	512	1	0	1	
14	0	0	0	0	513	1	0	0	
15	0	0	0	0	512	3	0	0	
0	0	0	0	0	512	1	0	0	
1	0	0	0	0	511	1	0	0	
2	0	0	0	0	513	1	0	0	
3	0	0	0	0	512	0	0	0	
4	0	0	0	0	513	1	0	0	
5	0	0	0	0	510	1	0	1	
6	0	0	0	0	511	1	0	0	
7	0	0	0	0	510	1	0	0	
8	0	0	0	0	510	1	0	0	
9	0	0	0	0	510	1	0	0	
10	0	0	0	0	510	1	0	0	
11	0	0	0	0	511	0	0	0	
12	0	0	0	0	509	1	0	0	
13	0	0	0	0	512	1	0	1	
14	0	0	0	0	514	1	0	0	
15	0	0	0	0	514	2	0	0	
0	0	0	0	0	513	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	511	1	0	0	
3	0	0	0	0	511	0	0	0	
4	0	0	0	0	511	1	0	0	
5	0	0	0	0	510	1	0	1	
6	0	0	0	0	507	1	0	0	
7	0	0	0	0	509	1	0	0	
8	0	0	0	0	513	1	0	0	
9	0	0	0	0	511	1	0	0	
10	0	0	0	0	513	1	0	0	
11	0	0	0	0	511	1	0	0	
12	0	0	0	0	507	1	0	0	
13	0	0	0	0	510	1	0	1	
14	0	0	0	0	513	1	0	0	
15	0	0	0	0	513	3	0	0	
0	0	0	0	0	515	0	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	512	1	0	0	
3	0	0	0	0	510	1	0	0	
4	0	0	0	0	513	1	0	0	
5	0	0	0	0	513	1	0	1	
6	0	0	0	0	508	1	0	0	
7	0	0	0	0	510	3	0	0	
8	0	0	0	0	511	1	0	0	
9	0	0	0	0	510	1	0	0	
10	0	0	0	0	509	1	0	0	
11	0	0	0	0	512	1	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	511	1	0	1	
14	0	0	0	0	510	1	0	0	
15	0	0	0	0	511	3	0	0	
0	0	0	0	0	514	1	0	0	
1	0	0	0	0	512	1	0	0	
2	0	0	0	0	512	0	0	0	
3	0	0	0	0	513	1	0	0	
4	0	0	0	0	512	1	0	0	
5	0	0	0	0	514	1	0	1	
6	0	0	0	0	512	1	0	0	
7	0	0	0	0	508	3	0	0	
8	0	0	0	0	509	1	0	0	
9	0	0	0	0	510	1	0	0	
10	0	0	0	0	510	0	0	0	
11	0	0	0	0	509	0	0	0	
12	0	0	0	0	511	1	0	0	
13	0	0	0	0	512	1	0	1	
14	0	0	0	0	508	1	0	0	
15	0	0	0	0	512	3	0	0	
0	0	0	0	0	514	1	0	0	
1	0	0	0	0	513	1	0	0	
2	0	0	0	0	513	0	0	0	
3	0	0	0	0	512	0	0	0	
4	0	0	0	0	510	1	0	0	
5	0	0	0	0	513	1	0	1	
6	0	0	0	0	513	1	0	0	
7	0	0	0	0	512	3	0	0	
